Word,Count
IEnumerator,2
task,2
Initialize(GameBaseAttributes,2
_util.SetShip(_ship);,2
\name="\inMats"\></param>\,2
sort,2
Stop,2
StationData,2
ship's,2
picker,2
\"\EnemySpawn"\;\,2
mission.Begin();,2
resolutions,2
Removes,2
links,2
(Ships.Contains(param.Self)),2
\"\\nOptional\,2
WaveTimer;,2
vector2,2
attach,2
shot,2
replace,2
angles,2
rb,2
\Random.Range(15f,\,2
ELEMENTS,2
\"\asteroid"\;\,2
(Wave.Boss,2
BulkSpawn();,2
SpawnAttackShip(AttackGroup,2
Sendmsg,2
CreateNewShip(),2
(Random.Range(EnemySpawn.x,2
ProcessStationDestroyed;,2
ShipPending;,2
allow,2
ratio,2
come,2
HighlightColor;,2
never,2
Engages,2
longer,2
head.</param>,2
(playerShip.transform.position.x,2
foreach(Transform,2
\name="\componentTransform"\>Component\,2
\name="\components"\></param>\,2
AS.SpawnDelay,2
parentTransform),2
segment.</returns>,2
Opens,2
PlayerSpawner,2
if(Follow.Count,2
manually,2
Attached,2
prev,2
MissionFailed.SetActive(false);,2
manage,2
\name="\val"\></param>\,2
CLIENT,2
(matPos,2
\"\station"\;\,2
Icon,2
Completed:,2
\name="\camPos"\></param>\,2
timer;,2
(mission.Success),2
\name="\m"\>M.</param>\,2
Dispatches,2
(for,2
mats[mat],2
Steamworks.NET,2
\string.Format("\Optional\,2
Have,2
\ship.Name,\,2
makes,2
relation,2
\name="\ID"\>I.</param>\,2
CycleFailure,2
(bulk),2
Calculate,2
breaking,2
hitdata,2
\name="\dead"\></param>\,2
rockSprite.sprite,2
ShipRespawn.SetActive(false);,2
DATA,2
inventory,2
WaveData,2
visiblity,2
95;,2
begins,2
position.y,2
actions,2
jump,2
mission.StationEntered(ship);,2
SpawnDelay,2
EnemySpawn),2
EscortMission),2
universe,2
references,2
sound,2
reenable,2
SpawnShip(bool,2
disp.transform.localPosition,2
\(Vector2.Distance(FriendlySpawn,\,2
standard,2
cleared,2
untitled,2
extract,2
Prefabs,2
STORES,2
true,2
code,2
\MsgParam("\sm-green"\,\,2
type),2
interact,2
arrow,2
Wave;,2
CREATE,2
(group.Lead,2
AIAGENT,2
Build.interactable,2
trailing,2
\name="\comp"\>Comp.</param>\,2
List<WaveData>,2
accessing,2
Initialized,2
m_attributes.fInfo,2
managing,2
npc,2
component.</param>,2
if((mats[mat],2
inspector,2
ProcessShipDestroyed;,2
emitter;,2
stationHUD,2
newSpawnPoint.AddComponent<FriendlySpawner>();,2
ContractType.Escort),2
last,2
win,2
calling,2
RAIDERS,2
omitting,2
patrol.SetFaction(_faction,2
dialog,2
[mat]);,2
shipIndex,2
\newShip,\,2
Assuming,2
\name="\param"\>Parameter.</param>\,2
places,2
\Vector3(0f,\,2
\name="\state"\>State.</param>\,2
latest,2
ContractLibrary.ReturnContract(0);,2
mission.AddMaterial(newMat);,2
CurrentStored,2
origin,2
fields,2
reinvoke,2
anything,2
FS,2
mission.AddShipKilled(destroyed);,2
Move,2
(mission.Failure),2
temp.y,2
transform.position;,2
needed,2
current.Keys),2
duplicate,2
identify,2
minimal,2
\1000f,\,2
made,2
2500);,2
xp);,2
group.Lead,2
\SendMessage("\UpdateShipList"\);\,2
effect,2
handle,2
patrol.SetAlignment();,2
micro,2
\"\FriendlySpawn"\;\,2
if(destroyed.AlignmentLabel,2
AS,2
SpawnPointGenerator,2
EscortMission,2
[WaveNumber].waveLimit;,2
[WaveNumber];,2
CARGO,2
0f);,2
Steamworks,2
\name="\delay"\></param>\,2
dispatches,2
Points.Clear();,2
_Scroller.transform),2
\name="\fsmState"\>Fsm\,2
Awake(),2
velocity,2
death,2
Formatters,2
if(!GameManager.GetPlayer.Cargo.ContainsKey(mat)),2
\Vector2.Distance(EnemySpawn,\,2
understood,2
Loops,2
it's,2
4,2
try,2
AsteroidData,2
rock,2
accessors,2
\name="\param"\></param>\,2
\rb.AddForce(Random.insideUnitCircle*20f,\,2
management,2
iterations,2
1f)));,2
Import,2
form,2
typeof(Texture2D)),2
volume,2
scroll,2
\"\Materials:\n"\;\,2
foreach(ShipData,2
galaxies,2
gives,2
compare,2
(_newShip,2
Travel;,2
_factionGuards),2
heads,2
(WaveTimer,2
linked,2
\name="\scale"\></param>\,2
att);,2
Safe,2
_requirements,2
unit,1
SetShipRespawnCounter(float,1
https://partner.steamgames.com/documentation/getting_started,1
\_nodeGen.GenerateNodes(5,\,1
_minWaitTimePatrol),1
wont,1
Performs,1
GO.GetComponent<ComponentListener>();,1
_spawnGen.GenerateSpawn(spawn);,1
List<ShipData>(ShipLibrary.GetAll());,1
spawnpoint,1
\_messege.ReleaseKey(Control_Config.GetKey("\moveUp"\,\,1
\name="\index"\></param>\,1
x.Name,1
.1,1
RELATED,1
_mission,1
Contract.PrimaryMissions),1
newStation;,1
SaveShip(),1
(GameManager.GetPlayer.Ship.Equals(_ship.Ship)),1
Instantiate(_att.ShipItemPrefab);,1
Problems,1
_storedShips;,1
\name="\segObj"\></param>\,1
//(destroyed);,1
TARGETING,1
\name="\input"\>Input.</param>\,1
Processes,1
replay,1
DialogType.YESNOTIMER),1
/*int,1
\"\Failed"\\,1
CycleEnemySpawn(),1
mission),1
galaxy,1
\LoadConnectedObjects(bSC,\,1
ascending,1
minus,1
mtext.color,1
ones,1
InitializeSpawners(),1
\friendly,\,1
EXIST,1
arrive,1
Reapply,1
Checking,1
bSC.Sockets),1
ShipRespawn;,1
75f,1
if(m.Reward.Components,1
allocate,1
indexed,1
points[i].color,1
times,1
(_factionPatrols,1
MonoBehavours,1
early,1
(CSteamID)pCallback.m_ulSteamIDLobby;,1
walking,1
GenerateStation(StationData,1
SimplePatrolController,1
newSpawnPoint.transform.parent,1
he,1
(Components,1
_factionPatrols),1
Space,1
disconnects,1
Script,1
/*protected,1
hover,1
val),1
realised,1
Save(),1
\npc,\,1
edge,1
(dist,1
BuildTargetShips(param.Contract);,1
if(!Components.Contains(comp)),1
if(socket.connected),1
socketTransform,1
\name="\style"\>Style.</param>\,1
(_ship.Head.Equals(bSC)),1
SetShip(string,1
Application.Quit(),1
re-adding,1
TargeterHUD,1
Asteroid,1
intialize,1
Communicates,1
scenes,1
MissionFailed;,1
socketTransform.GetComponent<SocketBehaviour>();,1
\_requirements.Add(mat,\,1
_HomePoints.Count)];,1
performance,1
\spawns.Add(BuildSpawn("\asteroidSpawnFollow"\,\,1
\name="\teamA"\></param>\,1
bases,1
.10f);,1
Self,1
\"\ver"\,\,1
up),1
returned.</param>,1
publish,1
IPointerExitHandler,1
OnlineState.Lobby:,1
Transform;,1
Lower,1
directional,1
AddComponent(List<string>,1
PlaceComponentGO(component);,1
Respawn},1
m_attributes.OnlineState,1
played,1
Vector3.down;,1
HUDs,1
HeartBeat(),1
\"\friendlySpawn"\:\,1
LoadExistingShip(ShipData,1
\name="\npc"\>Npc.</param>\,1
engage,1
machine,1
launches,1
missionStation,1
\name="\sockets"\>Sockets.</param>\,1
Acts,1
\IPointerEnterHandler,\,1
MAY,1
sides,1
att.RequiredMats),1
request,1
(_mission,1
_att.Contract.Rewards);,1
\name="\playerControllerId"\></param>\,1
Mathf.CeilToInt(_maxAttackCount,1
pauses,1
_storedShips.Count),1
PlaceComponentGO(piece);,1
anchor,1
tex.height*0.002f);,1
condition,1
borders,1
problem,1
requirements.Keys),1
component.Folder,1
Construction,1
accessed,1
true),1
PlayerShip;,1
Tracks,1
\(_ships[1],\,1
check</param>,1
asomething,1
MaterialListSync,1
GO.name;,1
\"\PlayerShip"\)\,1
proccess,1
processing,1
ShipDataImporter,1
UpdateReward(RewardInfo,1
3);,1
(_currentShip,1
filtering,1
AddedIDs);,1
m_att.LobbyCreatedCallResult,1
entire,1
2D,1
ShipCompPrefab;,1
mission.DestroyGoal.ToString();,1
opposite,1
\UnAvailable.Add(int.Parse(Regex.Match(ship.Name,\,1
(!ship.PlayerMade,1
newShip.Head);,1
EnemySpawner.ShipGen,1
AsteroidSpawner.Asteroid,1
e.Reward.Xp;,1
Calling,1
20f,1
Hide,1
Progress,1
LocalLocation,1
s.OtherID),1
GameManager.GetPlayer.ShipList,1
structure,1
1),1
\name="\newItem"\></param>\,1
free,1
COMPONENT,1
\0.89f,\,1
recognized,1
\name="\rect"\></param>\,1
Disable:,1
contract).transform.position;,1
tool,1
z,1
features,1
\name="\lobbyID"\></param>\,1
_unlockedComponents;,1
switching,1
achievements,1
\space..."\));\,1
utils,1
Blends,1
_shipGen,1
Like,1
metal,1
(_collectedMaterials[matPos].Amount,1
WaitForSeconds(1f);,1
RESULT,1
Audio,1
PopupType.Lose:,1
functs,1
leaving,1
\"\cargo"\:\,1
EndGame(bool,1
1.0.3,1
Cycles,1
Data.Space,1
Places,1
GetComponent<SpriteRenderer>().sprite;,1
NetworkServer.UnSpawn(this.gameObject);,1
Options,1
\action,\,1
offscreen,1
Tests,1
functional,1
_attackGroupSpawn;,1
14,1
Starter,1
Retrieves,1
shortest,1
mousefollow,1
monoB,1
alsojust,1
valid,1
item.SetPlayerAmount(current,1
invitations,1
AsteroidSpawner.AstGen,1
newList;,1
GameManager.GetPlayer.AddShip(item);,1
if(e.Reward,1
Position:,1
cubic,1
_curStationGuard;,1
quick,1
_faction,1
\needed,\,1
pre,1
(_attr.engineVelocity.normalized,1
Initiailize,1
(enum),1
angleDiff,1
SecondaryTracker.Add(mission);,1
\"\high"\:\,1
offsettinng,1
_collectedMaterials.Add(mat);,1
\"\untitled\,1
\"\default"\);\,1
RESOURCES,1
Delays,1
Animator,1
contractID),1
_att.StarterList.Contains(GO)),1
networking,1
components',1
persistent,1
GameManager.GetPlayer.Ship.Name;,1
_spaceCoordinates;},1
illusion,1
Lost,1
itemObj,1
resize,1
draggable,1
windows,1
mission.Reward.Xp;,1
RETRIEVE,1
newShip.gameObject.AddComponent<SegmentObjectBehaviour>();,1
\name="\alignment"\></param>\,1
\Objectives:\n\n"\;\,1
How,1
param.Contract.EnemyWaves;,1
curve,1
_ship.Head.GetComponent<RectTransform>().localPosition,1
IconTex;,1
\SendMessage("\UpdateReward"\,\,1
(_waitTimeGuard,1
if(mission.Reward,1
MissionPassed;,1
Triggers,1
\"\playerSpawnFollow"\:\,1
team's,1
CmdAddMaterialToPool(List<MaterialData>,1
tracks,1
ship.Name,1
rudimentary,1
group.Target,1
Made,1
(m_attributes.LobbyListPanel.activeSelf),1
Switch,1
\_att.ShipsCreated},\,1
catch,1
_factionList.Add(newFaction);,1
\Mission.Remaining.ToString("\F0"\)\,1
SecondaryTracker;,1
Mission;,1
initialing,1
\"\\n"\)));\,1
boxes,1
OpenPopupWindow(string[],1
RpcSpawnMe,1
messegeCount--;,1
CurrentState;,1
\ProcessMaterials(Dictionary<MaterialData,\,1
_ship.Links.Keys),1
\1000f),\,1
spawn.SpawnType;,1
ShipLibrary.GetAll()),1
esstenial,1
_att.EnemySpawn,1
anim;,1
bSC.ChangePending,1
CURRENT,1
\successful,\,1
StartingPos;,1
exhausts,1
ON,1
passes,1
whem,1
succesfully,1
clip,1
if(_att.Contract.ContractStatus,1
sizes,1
_stationShipRespawn;,1
existance,1
_att.Contract.ProcessMaterials,1
\col.y,\,1
ContractState,1
ShipTextureUtil();,1
\Color(0f,1f,0f,.2f);\,1
\name="\station"\>Station.</param>\,1
doesn't,1
GameManager.GetPlayer.Ship.Name),1
GameObject;,1
my,1
Prepare,1
Real,1
0.1f),1
base.SpawnAttackShip(group);,1
sign,1
GameManager.GetPlayer.NextLvl);,1
CurrentExp.text,1
\SendMessage("\EndGame"\,\,1
900f;,1
m_attributes.dMsg});,1
instruct,1
files,1
\randomized,\,1
\beforehand,\,1
EXISTS,1
item.</param>,1
\name="\item"\></param>\,1
\name="\netMsg"\></param>\,1
if(e.Reward.Materials,1
playHUD,1
bSC.ShipComponent;,1
SaveCompSockets(BaseShipComponent,1
\administrator"\)\,1
Drags,1
Ast,1
PopupType.Respawn;,1
\{{"\elapsed\,1
FindNewPoint(npc);,1
socket.OtherID));,1
6,1
col.offset,1
Goal.text,1
\name="\teamID"\></param>\,1
immediate,1
http://technet.microsoft.com/en-us/sysinternals/bb896647.aspx,1
ShipRespawn.SetActive(true);,1
\Hit,\,1
cargo.SetAlignment();,1
Sync,1
\name="\up"\>Up.</param>\,1
minimally,1
you're,1
_att.TeamSpawn.CmdSpawnNewPlayerShip();,1
Amounts,1
GameManager,1
NEED,1
_renderer,1
ForceMode2D.Impulse);,1
PrimaryTracker.Add(mission);,1
_att.ComponentList.Clear();,1
additionally,1
heal,1
\("\PlayerShip"\).transform.up;\,1
BeginLobbySearch();,1
ArrayList();,1
Private,1
contract.Contract.PrimaryMissions),1
\Ship,\,1
owners,1
sticking,1
if(!AddedIDs.Contains(socket.connectedSocket.ObjectID)),1
recount,1
\name="\baseShipXml"\></param>\,1
direction.</returns>,1
modify,1
\PopupType{Win,\,1
Asteroid;,1
shortist,1
kg,1
force,1
Sliders,1
if(m_attributes.sID,1
\name="\TeamID"\></param>\,1
onstage,1
refreshes,1
CAMERA,1
ScriptableObject,1
_req;,1
5f);,1
selectors,1
tries,1
e),1
components.</returns>,1
Hides,1
_sockets),1
smoothly,1
\spawns.Add(BuildSpawn("\enemySpawnFollow"\,\,1
retreives,1
SimpleAttackController,1
GetComponent<EditorAttributes>();,1
(Mission,1
shipIndex),1
Initailze,1
if(_ship.AddedIDs.Contains(piece.InstanceID)),1
CreateItem(GameObject,1
ContractLibrary.ReturnContract(contractID);,1
embedded,1
SpaceLocation,1
dimentions,1
\"\asteroidSpawn"\:\,1
_factionAttackers,1
\name="\sourceSocket"\>Source\,1
Enable,1
damaging,1
Creation,1
otherRenderer.sortingOrder,1
now),1
repair,1
Units,1
connectedSocket,1
render.sprite,1
if(e.Reward.Components,1
\name="\compare"\></param>\,1
begintracking,1
_patrolGroupSpawn;,1
\0.415f,\,1
\found!"\);\,1
Disengage(),1
positioning,1
\"\enemySpawnFollow"\:\,1
OnlineState;,1
Assembly,1
Reimbursed[mat];,1
\name="\Obj"\></param>\,1
OnStateChanged(CurrentState);,1
\3f,\,1
atm,1
attack;,1
parents,1
\enemy,\,1
Design,1
raider.target,1
materals,1
patGroup.Station,1
Then,1
param.Player;,1
parellax,1
divided,1
GameBuilder,1
UTIL,1
[System.Serializable],1
param.Contract;,1
MonoBehaviour,1
COROUTINE,1
define,1
team-owned,1
Listeners,1
cmd,1
(reward.Materials[mat],1
\Otherwise,\,1
AttackGroup();,1
Data.Shared.Component();,1
receiver,1
default/loaded,1
slow,1
delegated,1
avatar,1
\"\desc"\,\,1
playerspawn,1
/*PlayerSpawner.ShipGen,1
e.Reward.Materials[mat];,1
Calc,1
Continue,1
wipe/clear,1
_curAttackCount,1
receives,1
CINFIGURATION,1
Con.ComponentType;,1
collectable,1
(shipIndex,1
everything,1
most,1
(LobbyCreated_t,1
low,1
(FactionTemplate,1
CycleFriendlySpawn(),1
directly,1
positoning,1
item.SetAmount(0f);,1
\reload,\,1
if(piece,1
\name="\pos"\>position\,1
(_ast.Contains(obj)),1
PanelFadeEffects.FlashInItem(m.box.GetComponent<Image>());,1
Transition.LostEnemy);,1
AsteroidSpawner.Target,1
ShipConstructPanel),1
\built,\,1
Replace,1
_att,1
ContractTracker,1
msg,1
category,1
1st:,1
false),1
currentTime,1
OnlineState.Lobby;,1
KD,1
\PopupRect.SendMessage("\UpdateReward"\,\,1
garenteed,1
\pState.AddTransition(Transition.SawEnemy,\,1
Obtain,1
tick,1
_mission.EnemiesDestroyed.ToString();,1
ot,1
currentStateID,1
density,1
_tex.Delete(_ship.Ship.Name);,1
attribute,1
Level++;,1
\name="\station"\></param>\,1
(_unlockedComponents.Contains(inComp)),1
((_maxWaitTimeAttack,1
users,1
patrol.isLead,1
GameObject.Destroy(HoverWindow);,1
if(_util.DraggedObj.Equals(bSC)),1
\enemy."\));\,1
Destroyed(SegmentObject,1
THEY,1
Elapsed.text,1
persist,1
90;,1
list.</returns>,1
ContractState.Pending),1
\Valve,\,1
(1,1
generates,1
foreach(SocketBehaviour,1
data.Keys),1
(!_att.MapBounds.Contains(playerShip.transform.position)),1
\"\enemySpawn"\:\,1
txtItemPrefab;,1
\name="\collidingSockets"\>Colliding\,1
List<PatrolGroup>();,1
aggressor,1
explanitory,1
Vector2[],1
BUILDS,1
draw,1
item.SetAmount(_Materials[mat]);,1
utlity,1
\name="\step"\></param>\,1
(Follow.Contains(param.Self)),1
\pState.AddTransition(Transition.Eject,\,1
(newShip.GetComponent<ShipMessegeController>());,1
piece);,1
granted,1
newList,1
\name="\newObj"\></param>\,1
basics,1
\PlayRect.SendMessage("\DisplayMessege"\,\,1
(tooclose),1
\if(!_util.InBounds(ShipBoundsPanel.GetComponent<RectTransform>(),\,1
Every,1
_threatActivity);,1
serves,1
Prompts,1
BuildContractList(),1
\Con.ComponentType,\,1
GameObject.Destroy(bSC.gameObject);,1
inMat.Amount),1
SHOULDN'T,1
attemping,1
_mission;,1
newShip.gameObject.AddComponent<SimpleFriendlyController>();,1
twice,1
\lobby,\,1
_targeterHUD.gameObject.SetActive(true);,1
APPLY,1
Friendly.text,1
AstGen.GenerateSingle,1
List<SegmentObject>,1
m_attributes.sID);,1
positional,1
dispatching,1
!_util.DraggedObj.Connected),1
\name="\key"\></param>\,1
Placed,1
\name="\colliderObject"\>Collider\,1
\loot,\,1
\,\,1
\"\guard"\;\,1
flashing,1
ClearShip(),1
endgame,1
GameManager.GetPlayer.ShipList.Remove(_ship.Ship);,1
BuildStation(new,1
_att.SegObjs[index]._type,1
e.Reward.Materials[mat]);,1
communication,1
_minWaitTimeStation,1
\("\\nName:\,1
combine,1
Velocity,1
List<Socket>();,1
m.Reward.Materials[mat];,1
detract,1
collide,1
_ast.Add(AstRef);,1
_station,1
cases,1
_base.Player);,1
(m_shipRef.Launchers.Count,1
These,1
cycling,1
lobbys,1
short,1
performs,1
Mathf.CeilToInt(_maxPatrolCount,1
tell,1
_factionList,1
Name.text,1
nothing.,1
\"\Enemy"\;\,1
bIOFailure),1
typeof(Sprite));,1
ShipUIUtility,1
BuildStation(Vector2,1
STORE,1
comps.Clear();,1
(ReturnAmt.ContainsKey(mat)),1
\GenerateShip(ship,\,1
dimensions,1
respawns,1
wider,1
newStation,1
\debris,\,1
\name="\colFrom"\></param>\,1
OpenLobbyListWindow(),1
0.0f,1
presents,1
job,1
Male,1
points[i].color.b*.98f);,1
restore,1
Draw,1
group.Target.position),1
List<PatrolGroup>,1
Transition.SawEnemy);,1
\Resources.Load(station.GetPath,\,1
Debug.Log(e.Message);,1
attaches,1
net,1
wData.Self,1
contract.Requirement),1
newObj.transform.SetParent(ShipConstructPanel);,1
artificer,1
correctly,1
e,1
Creator,1
endless,1
(Camera.main.ScreenToWorldPoint,1
RunUpdate(),1
dMsg;,1
\steamID,\,1
Open,1
Maybe,1
\(string.Format("\{0}/{1}"\,\,1
effects,1
populated,1
\pCallback,\,1
Align,1
GameManager.GetPlayer.SetShip(0);,1
_threatActivity;,1
here:,1
_util.UpdateSavedMsg(Changed);,1
GameManager.GetPlayer.AddMaterial(mission.Reward.Materials);,1
GeneratePlayerShip(ShipData,1
matckmaking,1
Stats,1
PS.Engage();,1
environment,1
section,1
(!m_att.OnlineState.Equals(CurrentState)),1
ExpendTeamStorage(List<MaterialData>,1
container.GetComponentInChildren,1
File.ReadAllBytes(path,1
Loads,1
members,1
inserted,1
if(bSC.ShipComponent.InstanceID,1
EXISTING,1
_factionPatrols.Add(group);,1
Changes,1
COME,1
source,1
PopulateShipList();,1
Gives,1
timers,1
\(Vector2.Distance(newPos,\,1
nested,1
(_factionAttackers,1
Or,1
anyway,1
preform,1
playercam,1
GameObject.FindGameObjectWithTag,1
\name="\connected"\>Connected.</param>\,1
tank,1
behaves,1
Stops,1
if(component.ChangePending),1
group.Target.position.x,1
ComponentItemPrefab,1
\volume,\,1
Teams,1
\name="\wreck"\></param>\,1
PopupType.Respawn:,1
//Waves,1
gameplay,1
Mission.Objectives();,1
\name="\exempt"\>\,1
\"\type"\,\,1
PatrolGroup,1
DeletePiece(BaseShipComponent,1
mid,1
confirm,1
base.SpawnPatrolShip(group);,1
physically,1
var,1
ShipName.text;,1
\now,\,1
mats.Clear();,1
_req.Requirements[mat])),1
Rebuild,1
(exist.FindIndex(x,1
(StationData,1
filter;,1
cargo.SetController,1
nID,1
_stationShipRespawn),1
\m_attributes.PopupPanel.SendMessage("\AssignMsg"\,\,1
\(Sprite)Resources.Load("\Textures/wreck"\,\,1
_maxStationGuard;,1
interacting,1
\name="\newID"\></param>\,1
Generic,1
stationimg;,1
Exp,1
\AddMaterial(Dictionary<MaterialData,\,1
Instantiate(Resources.Load,1
populates,1
Init,1
render.sortingLayerName,1
FriendlySpawnManager(param);,1
\scndObj.AddConnection(s.OtherLinkID,\,1
UTILS,1
requirements[mat]);,1
Status,1
spaces,1
DestroyProjectileDelay();,1
FriendlySpawnManager.AddShip(newShip);,1
500,1
\types,\,1
GameManager.GetPlayer.Cargo.Remove(mat);,1
GameManager.GetPlayer.AddXP(mission.Reward.Xp);,1
failure,1
GenerateContractObjects(ContractData,1
Passes,1
Snaps,1
\Follow[Random.Range(0,\,1
Texture,1
\created"\,\,1
stay,1
yourself,1
30fps,1
supply,1
(_unlockedComponents,1
Velocity);,1
yellow,1
1000f),1
faction/team,1
Goal;,1
retList;,1
bolt,1
\("\Space/Ships/Ship"\),\,1
ComponentData,1
ignored,1
SelectShip(ShipData,1
\dist,\,1
Moves,1
Repeat,1
\SaveCompSockets(_ship.Head,\,1
-1f;,1
_req.AddComponent(component);,1
_curPatrolCount;,1
_MatListItems.Clear();,1
wreck,1
ProcessStationReached(Transform,1
\SaveCompSockets(socket.connectedSocket.container,\,1
_ship.AddedIDs.Add(component.InstanceID);,1
_attr.acceleration;,1
Let,1
multiplayer,1
\@"\\d+"\).Value));\,1
UpdateXP(),1
picks,1
RequirementInventory,1
confirmed,1
increment,1
hit.damage;,1
m_list;,1
int>,1
loads,1
item.GetRequirements()[matName])),1
Message.text,1
destroyed.AddComponent<SegmentObjectBehaviour>();,1
Grey,1
Encapsulated,1
(temp),1
SetMission(MissionData,1
rebuild,1
behave,1
Window,1
_sockets;,1
(GameManager.GetPlayer.Cargo.Count,1
render.sortingOrder,1
\name="\socketID"\>Socket\,1
XP,1
inside,1
station.Position.y,1
_stationName;,1
\name="\SpawnID"\></param>\,1
unique,1
_ship.Components.Remove(bSC);,1
catch(Exception,1
\name="\trackObj"\></param>\,1
list.</param>,1
Selects,1
[mat]);;,1
(WaveNumber+1).ToString()));,1
_newShip;,1
FactionTemplate;,1
m_attributes.sID,1
Rewards;,1
Getter,1
\death,\,1
\Station"\,\,1
if(Rewards.Materials.ContainsKey(key)),1
\name="\errorCode"\></param>\,1
serialized,1
ATM,1
if(m_attributes.fInfo,1
UTILITIES,1
\Debug.Log("\Ship\,1
Accessible,1
GameObject[],1
prospect;,1
associated,1
CloseAllTabs(),1
singular,1
details,1
sources,1
\name="\isNil"\></param>\,1
_req,1
Contaier,1
};,1
increases,1
\name="\hit"\>hit.</param>\,1
(type,1
MatIs(MaterialData,1
CallResult<LobbyCreated_t>,1
getting,1
occurence,1
group.Target.position.y,1
Source,1
component.Direction,1
(in,1
FSMStateID.Chasing);,1
Matchmaker_,1
\Color(0.368f,\,1
Refence,1
ContractType.Targets),1
temp.Sockets,1
Writes,1
rotors,1
generation,1
\list,\,1
p.s,1
Active,1
Develop,1
DRM,1
\"\Generating\,1
_minWaitTimeStation),1
\"\name"\,\,1
why,1
square,1
List<int>();,1
if(m.Reward.Materials,1
SteamUsername,1
_att.ShipsDeleted}});,1
ATTRIBUTE,1
\"\as\,1
projectile;,1
needs,1
_ship.AddedIDs.Clear();,1
\name="\segment"\></param>\,1
if(_storedShips,1
compares,1
\"\asteroidSpawnFollow"\:\,1
\passed,\,1
_homePoints;,1
AttackGroup,1
LoadConnections(),1
_newShip.gameObject.AddComponent<SimpleAttackController>();,1
_attackPoints;,1
ChangeState(OnlineState,1
\name="\data"\>Data.</param>\,1
evaced,1
_ship.AddedIDs.Remove(bSC.ShipComponent.InstanceID);,1
\component.Name,\,1
GameManager.Version);,1
https://partner.steamgames.com/documentation/example,1
BuildComponent(Data.Shared.Component,1
enviroment,1
missionStation;,1
BaseSpawnMaxDistance,1
360f;,1
SyncList.Add(BuildGalaxy(newPos));,1
\Failed,\,1
OptionalMissions,1
BE,1
_renderer.sortingLayerName),1
param.Sockets;,1
\"\Running\,1
xp),1
raider.SetController,1
Write,1
Quaternion.identity),1
eg:,1
Zoom,1
Follow.Remove(param.Self);,1
GAME,1
friction,1
m_attributes.FilterPanel.SetActive(true);,1
moving,1
e.Reward.Materials.Keys),1
_factionAttackers.Add(group);,1
originally,1
closed,1
\name="\isMale"\>If\,1
15;,1
playing,1
warning,1
checker,1
tweening,1
((SimplePatrolController)fsm).SetGroup(group);,1
_factionAttackers;,1
I.</param>,1
Total,1
repair),1
colliding,1
param.Contract.FriendlyWaves;,1
params,1
ContractState.Completed;,1
foreach(ConstructInfo,1
(_waitTimeAttack,1
Retieve,1
Copies,1
OptionalMissions;,1
normalvalue,1
CmdUnlockComponents(List<string>,1
CmdAddStation(NetworkInstanceId,1
orbit,1
\LobbyDataUpdate,\,1
mission.Reward.Materials[key]);,1
component.InstanceID,1
CreateNewShip();,1
\_timer.ToString("\F0"\)\,1
SocketBehaviour,1
_att.Contract.Initialize(param);,1
BuildSpawners(spawns.ToArray());,1
tab),1
Image,1
PLANNED,1
feilds,1
_Materials,1
UpdateFactionStatistics();,1
200.0f),1
affects,1
reward),1
_ship;,1
(component.Sockets,1
\"\Socket"\)\,1
wrong,1
\Steam,\,1
PopupPanel;,1
IMAGE,1
MsgWipe(),1
tempComp,1
\name="\Station"\></param>\,1
START,1
elapsed,1
Objectives.text,1
buffer,1
font,1
\Requirements.Add(mat,\,1
ccomponent,1
\name="\info"\></param>\,1
Played,1
increments,1
(_stations,1
\"\Components"\)\,1
SetAttributes(,1
station.Position,1
~EnemySpawnManager(),1
_minWaitTimeAttack,1
ContractLibrary.ReturnContract(_base.Contract.ID+1);,1
INSTANCE,1
firstObj,1
NOT-TARGETING,1
pitch,1
\"\Friendly"\)\,1
GO.transform.GetComponent<WeaponController>().Init();,1
[0],1
physics,1
IDManager,1
Releases,1
_ship.Ship.GetComponent,1
_factionAttackers),1
joins,1
\home,\,1
player.</returns>,1
\.GetComponent<ShipGenerator>(),\,1
degrees,1
Under:,1
\safe,\,1
prev),1
\container,\,1
(m_attributes.LobbyPanel.activeSelf),1
_req.RemoveComponent(bSC.ShipComponent);,1
NetIDListSync();,1
DefineMission(AttritionMission,1
post,1
Large,1
if(GameManager.GetPlayer.Level,1
(GameManager.GetPlayer.ShipList.Contains(_ship.Ship)),1
_ship.Links[s];,1
\name="\conn"\>Conn.</param>\,1
trust,1
Detects,1
(socket.alignment,1
flickering,1
LobbyPanel;,1
Here,1
REFERENCE,1
attack.SetFaction(_faction,1
_att.MapSize.y),1
games,1
xp;,1
applied,1
shift,1
GameManager.GetPlayer.AddComponent(mission.Reward.Components);,1
presses,1
serverAddress;,1
Small,1
recall,1
TEXTURE,1
newShip.Name;,1
VARS,1
lock,1
m.Objectives();,1
3/4s,1
_shields.SetShipData(shipData);,1
(ft^3),1
to.</returns>,1
newStation.tag,1
\name="\origin"\>Origin.</param>\,1
col.z);,1
_att.EnemySpawn.CycleEnemySpawn();,1
\"\ship"\));\,1
_tex,1
ContractType.Targets:,1
friend,1
\points[i].color.g*.98f,\,1
_factionGuards;,1
Results,1
addedlist,1
_stations,1
(Reimbursed.ContainsKey(mat)),1
field,1
[Level],1
delegate{listener.SelectTab(item);});,1
\(Asteroid,\,1
GameManager.GetPlayer.Ship.IconTex;,1
(lol),1
